iteration,"x[0,2]","x[0,4]","x[0,8]","x[0,9]","x[1,2]","x[1,5]","x[1,7]","x[1,8]","x[1,9]","x[2,0]","x[2,1]","x[2,4]","x[2,5]","x[2,6]","x[2,7]","x[2,8]","x[2,9]","x[3,1]","x[3,2]","x[3,4]","x[3,6]","x[3,7]","x[3,9]","x[4,0]","x[4,1]","x[4,2]","x[4,8]","x[4,9]","x[5,0]","x[5,1]","x[5,3]","x[5,6]","x[5,7]","x[6,0]","x[6,3]","x[6,7]","x[6,8]","x[7,1]","x[7,2]","x[7,3]","x[7,6]","x[7,8]","x[8,0]","x[8,1]","x[8,2]","x[8,3]","x[8,4]","x[8,5]","x[8,6]","x[8,7]","x[8,9]","x[9,2]","x[9,6]","x[9,7]"
54,0.0,0.0,0.0,0.0,0.39,0.53,0.11,0.07,0.0,0.37,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.05,0.09000000000000001,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.7200000000000001,0.0,0.53,0.62,0.0,0.52,0.47,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.02,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0,0.43000000000000005,0.52,0.0,0.1,0.0,0.16000000000000003,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000002,0.0,0.43,0.6200000000000001,0.0,0.45000000000000007,0.5700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,0.0,0.18999999999999997,0.43000000000000005,0.0,0.33,0.05,0.05,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200000000000003,0.08,0.48000000000000004,0.4900000000000001,0.0,0.48000000000000004,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0
57,0.0,0.0,0.0,0.0,0.1,0.52,0.0,0.43000000000000005,0.07,0.1,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.24999999999999997,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8000000000000002,0.0,0.42000000000000004,0.49000000000000005,0.0,0.5900000000000001,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.02,0.05,0.0,0.12,0.0,0.0,0.0,0.07,0.0
58,0.0,0.0,0.13,0.0,0.05,0.5300000000000001,0.0,0.51,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000002,0.0,0.56,0.7300000000000002,0.0,0.48,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31000000000000005,0.0,0.0,0.05,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.05,0.0
59,0.0,0.0,0.0,0.0,0.09,0.6,0.0,0.36,0.0,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.02,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800000000000001,0.0,0.29,0.8300000000000002,0.0,0.51,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26999999999999996,0.0,0.0,0.05,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
60,0.0,0.0,0.0,0.0,0.22,0.56,0.0,0.34,0.0,0.2,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7600000000000002,0.0,0.13,0.7800000000000001,0.0,0.39999999999999997,0.8700000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,0.0,0.0,0.0,0.0,0.12000000000000001,0.52,0.2,0.22999999999999998,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.9500000000000002,0.0,0.4000000000000001,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,0.0,0.0,0.0,0.0,0.07,0.43000000000000005,0.14,0.43000000000000005,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400000000000001,0.0,0.07,0.9100000000000001,0.0,0.43,0.9300000000000002,0.0,0.02,0.0,0.0,0.0,0.14,0.0,0.43000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,0.0,0.0,0.0,0.0,0.0,0.6100000000000001,0.17,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000002,0.05,0.0,0.7500000000000001,0.08,0.66,0.9500000000000002,0.0,0.0,0.0,0.0,0.05,0.2,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.64,0.26,0.24999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.02,0.27,0.7200000000000001,0.0,0.8300000000000002,0.6100000000000001,0.0,0.0,0.0,0.0,0.12,0.26,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.5200000081649081,0.17999998949867158,0.46,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1900000071219357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8399999894987064,0.05,0.3000000068775011,0.6500000000000001,0.0,0.54,0.5799999928744163,0.0,0.0,0.0,0.0,0.05,0.12999998949856112,0.0,0.34,0.0,0.0,0.07,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0
66,0.0,0.0,0.0,0.0,0.07,0.55,0.07,0.38,0.0,0.05,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000002,0.0,0.27,0.6000000000000001,0.02,0.46,0.6200000000000001,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.32,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,0.0,0.0,0.0,0.0,0.02,0.54,0.12000000000000001,0.42,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000002,0.0,0.25000000000000006,0.64,0.0,0.33999999999999997,0.5,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.0,0.42,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.05,0.51,0.07,0.39000000000000007,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.09000000000000001,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.7100000000000001,0.0,0.45999999999999996,0.9300000000000002,0.0,0.7100000000000001,0.4,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.37000000000000005,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.1,0.51,0.32,0.26,0.0,0.08,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.05,0.08,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.4000000000000001,0.8900000000000001,0.0,0.7000000000000001,0.48,0.0,0.0,0.0,0.0,0.07,0.25,0.0,0.21000000000000002,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,0.0,0.0,0.0,0.0,0.02,0.48000000000000004,0.31,0.19,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.7700000000000001,0.0,0.41000000000000003,0.7600000000000001,0.0,0.6900000000000002,0.4000000000000001,0.0,0.0,0.0,0.0,0.13999999999999999,0.29000000000000004,0.0,0.19,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
71,0.0,0.0,0.0,0.0,0.02,0.5,0.19,0.39,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9400000000000002,0.0,0.33,0.49000000000000005,0.0,0.49,0.6200000000000001,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.29000000000000004,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.0,0.05,0.0
72,0.0,0.0,0.0,0.0,0.1,0.5199999763322518,0.17000000191637613,0.30000000424565276,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.02,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.9600000000000002,0.0,0.19,0.5699999929007314,0.0,0.55,0.7700000000000002,0.0,0.0,0.0,0.0,0.0,0.1700000029544132,0.0,0.09000000636847916,0.0,0.0,0.04,0.0,0.0,0.16999999999999998,0.0,0.0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.0,0.17,0.45000000000000007,0.38000000000000006,0.07,0.0,0.3,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.9300000000000002,0.0,0.17,0.5700000000000001,0.0,0.43000000000000005,0.7600000000000001,0.0,0.0,0.0,0.2,0.0,0.38000000000000006,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,0.0,0.0,0.0,0.0,0.19,0.68,0.23000000000000004,0.05,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8300000000000002,0.02,0.34,0.8200000000000001,0.0,0.48000000000000004,0.64,0.0,0.0,0.0,0.0,0.02,0.23000000000000004,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,0.0,0.0,0.0,0.0,0.05,0.8100000000000002,0.17,0.12000000000000001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.2,0.12,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.8800000000000002,0.0,0.35000000000000003,0.7400000000000001,0.0,0.48000000000000004,0.6000000000000001,0.0,0.0,0.0,0.0,0.05,0.12000000000000001,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0,0.05,0.8499999890692468,0.07,0.13000000414311047,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299999933697729,0.0,0.53,0.7800000000000002,0.0,0.41,0.47000000000000003,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.13000000632369493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0,0.12000000000000001,0.58,0.05,0.32,0.0,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9600000000000002,0.0,0.42000000000000004,0.7400000000000001,0.0,0.38000000000000006,0.5800000000000001,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0,0.29000000000000004,0.49,0.05,0.29000000000000004,0.0,0.27,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7700000000000001,0.0,0.47000000000000003,0.6900000000000001,0.0,0.44000000000000006,0.44000000000000006,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.25,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0,0.24,0.4400000000000001,0.0,0.37,0.0,0.07,0.0,0.0,0.0,0.16999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7800000000000002,0.0,0.44,0.7100000000000002,0.08,0.63,0.56,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,0.13,0.0,0.0,0.0,0.26,0.38,0.24,0.09,0.12000000000000001,0.02,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000001,0.0,0.54,0.55,0.0,0.6200000000000001,0.46,0.0,0.02,0.0,0.0,0.0,0.24,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.12000000000000001,0.0
81,0.0,0.0,0.0,0.0,0.09000000000000001,0.32,0.30000000000000004,0.24,0.1,0.07,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8400000000000002,0.0,0.37,0.38,0.0,0.7300000000000002,0.49000000000000005,0.0,0.0,0.0,0.0,0.12,0.30000000000000004,0.0,0.22,0.0,0.0,0.02,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.0
82,0.0,0.0,0.0,0.0,0.11,0.31,0.44,0.29,0.0,0.07,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.08,0.0,0.0,0.22,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8100000000000002,0.0,0.63,0.26,0.02,0.8400000000000001,0.31999999999999995,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.24,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0,0.12000000000000001,0.34,0.4700000000000001,0.35,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.5700000000000001,0.47000000000000003,0.0,0.7400000000000001,0.38999999999999996,0.0,0.0,0.0,0.0,0.0,0.4700000000000001,0.0,0.31,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0,0.07,0.49000000000000005,0.33,0.21,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.05,0.45,0.55,0.0,0.6600000000000001,0.55,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0,0.05,0.43999999999999995,0.34,0.41000000000000003,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000001,0.0,0.35000000000000003,0.6400000000000001,0.0,0.38,0.6500000000000001,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0,0.05,0.5,0.38000000000000006,0.21000000000000002,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.16999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000001,0.05,0.27,0.6200000000000001,0.0,0.48000000000000004,0.68,0.0,0.0,0.0,0.0,0.0,0.38000000000000006,0.0,0.21000000000000002,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,0.0,0.0,0.08,0.0,0.05,0.5200000000000001,0.16000000000000003,0.37,0.0,0.25,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7400000000000002,0.0,0.29000000000000004,0.49000000000000005,0.0,0.54,0.7100000000000002,0.0,0.0,0.0,0.0,0.0,0.16000000000000003,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.21999999999999997,0.55,0.16,0.19,0.0,0.1,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500000000000002,0.0,0.28,0.61,0.0,0.7100000000000001,0.7200000000000002,0.0,0.0,0.0,0.0,0.0,0.16,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0,0.07000000123500001,0.52,0.07,0.28999999550159516,0.05,0.05,0.0,0.0,0.0,0.020000002352380968,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8200000000000001,0.0,0.31,0.8299999955011288,0.0,0.38999999999999996,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.25999999550156183,0.0,0.0,-4.499050470749692e-09,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0
90,0.0,0.0,0.0,0.0,0.02,0.7900000000000001,0.0,0.36000000000000004,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000002,0.0,0.37,0.9500000000000002,0.0,0.41000000000000003,0.6100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.02,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.05,0.7300000000000001,0.0,0.27,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000002,0.0,0.29,0.9800000000000002,0.0,0.7000000000000001,0.6900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0,0.04,0.62,0.05,0.41,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8400000000000002,0.0,0.09000000000000001,0.8400000000000002,0.0,0.7100000000000001,0.66,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.36,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0,0.0,0.7700000000000001,0.0,0.42000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7300000000000001,0.0,0.15000000000000002,0.9500000000000002,0.0,0.5200000000000001,0.7200000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42000000000000004,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0,0.05,0.44,0.07,0.51,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.7800000000000001,0.0,0.12,0.8600000000000002,0.0,0.48000000000000004,0.8100000000000002,0.0,0.0,0.0,0.0,0.05,0.02,0.0,0.37,0.0,0.0,0.02,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0,0.0,0.55,0.22,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.6500000000000001,0.08,0.04,0.9400000000000002,0.0,0.39,0.9800000000000002,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0,0.1,0.5700000000000001,0.12000000000000001,0.30000000000000004,0.05,0.05,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.0,0.0,0.8500000000000002,0.0,0.5700000000000001,0.9300000000000002,0.0,0.0,0.0,0.0,0.07,0.05,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
97,0.0,0.0,0.05,0.0,0.0,0.5100000000000001,0.08,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.0,0.05,0.0,0.0,0.0,0.0,0.8200000000000002,0.0,0.1,0.6700000000000003,0.0,0.4,0.8500000000000002,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.41000000000000003,0.0,0.0,0.05,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0.0
98,0.0,0.0,0.05,0.0,0.02,0.4800000000000001,0.05,0.42000000000000004,0.05,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100000000000001,0.0,0.24,0.68,0.0,0.55,0.7100000000000001,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.33,0.0,0.0,0.05,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,0.05,0.0
99,0.0,0.0,0.0,0.0,0.29000000000000004,0.5,0.22999999999999998,0.36,0.0,0.25,0.0,0.0,0.0,0.29000000000000004,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8300000000000002,0.02,0.25,0.4,0.08,0.4700000000000001,0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.29000000000000004,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
100,0.0,0.0,0.0,0.0,0.24000000000000002,0.4,0.26,0.26999999999999996,0.0,0.14,0.0,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.05,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8700000000000002,0.0,0.19,0.51,0.02,0.6700000000000002,0.6200000000000001,0.0,0.0,0.0,0.0,0.05,0.21000000000000002,0.0,0.13,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0.0,0.0,0.0,0.0,0.17,0.38,0.22999999999999998,0.22,0.0,0.07,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9100000000000001,0.0,0.32,0.42000000000000004,0.0,0.54,0.48000000000000004,0.0,0.0,0.0,0.0,0.0,0.22999999999999998,0.0,0.22,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0.0,0.0,0.0,0.0,0.15999999999999998,0.42000000000000004,0.27,0.30000000000000004,0.0,0.02,0.0,0.0,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.02,0.0,0.38999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8000000000000002,0.0,0.39000000000000007,0.47000000000000003,0.0,0.7000000000000001,0.49000000000000005,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.18,0.0,0.0,0.12000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,0.0,0.0,0.0,0.12000000000000001,0.45000000000000007,0.21999999999999997,0.27999999999999997,0.0,0.05,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7700000000000001,0.0,0.41000000000000003,0.44000000000000006,0.0,0.8600000000000001,0.4700000000000001,0.0,0.0,0.0,0.0,0.12,0.21999999999999997,0.0,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0.08,0.0,0.0,0.0,0.13,0.55,0.33,0.11000000000000001,0.0,0.05,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.05,0.16000000000000003,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.8300000000000001,0.0,0.46,0.45,0.05,0.9800000000000002,0.48000000000000004,0.0,0.0,0.0,0.0,0.02,0.33,0.0,0.07,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.04,0.53,0.41000000000000003,0.12,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000002,0.0,0.51,0.44000000000000006,0.0,0.9300000000000002,0.44,0.0,0.0,0.0,0.0,0.05,0.36,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0.0,0.0,0.0,0.0,0.0,0.6200000000000001,0.38000000000000006,0.09000000000000001,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8600000000000001,0.0,0.39,0.52,0.0,1.0000000000000002,0.5900000000000001,0.0,0.0,0.0,0.0,0.02,0.36000000000000004,0.0,0.09000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0
107,0.0,0.0,0.0,0.0,0.04,0.55,0.36,0.2,0.05,0.05,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.09000000000000001,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.8900000000000002,0.0,0.5900000000000001,0.45000000000000007,0.0,0.7500000000000002,0.41000000000000003,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.05,0.0,0.0
